Date,Campaign Day,Captured At ET,Data Status,Active Store Users,Cumulative Gross Installs,Cumulative Uninstalls,Cumulative Disables,Daily Gross Installs,Daily Uninstalls,Daily Disables,Store Page Views,Store Search Impressions,Tagged Store Page Views,Attributable Gross Installs,Store Conversion Rate Percent,Rating Count,Average Rating,Search Console Impressions,Search Console Clicks,Support or Bug Notes,Actions Taken
,Day 0,,provisional,7,,,,,,,,,,,,,,,,,Record the baseline before any campaign link is shared; finalize it only after the 48-hour reporting window
